pid,name
john_fiedler,John Fiedler
julie_andrews,Julie Andrews
dick_van_dyke,Dick Van Dyke
david_tomlinson,David Tomlinson
samuel_armstrong_norman_ferguson_wilfred_jackson,"Samuel Armstrong, Norman Ferguson, Wilfred Jackson"
edward_brophy,Edward Brophy
james_baskett,James Baskett
david_lowery,David Lowery
bryce_dallas_howard,Bryce Dallas Howard
oakes_fegley,Oakes Fegley
robert_stevenson_ward_kimball,"Robert Stevenson, Ward Kimball"
angela_lansbury,Angela Lansbury
roddy_mcdowall,Roddy McDowall
matthew_bright,Matthew Bright
ralph_lawson,Ralph Lawson
craig_urbani,Craig Urbani
ethan_cole,Ethan Cole
lynelle_kenned,Lynelle Kenned
rory_booth,Rory Booth
alan_rickman,Alan Rickman
bonnie_bedelia,Bonnie Bedelia
david_yates,David Yates
eddie_redmayne,Eddie Redmayne
jude_law,Jude Law
ezra_miller,Ezra Miller
charlize_theron,Charlize Theron
michael_pressman,Michael Pressman
claire_danes,Claire Danes
hettie_macdonald,Hettie Macdonald
glen_berry,Glen Berry
linda_henry,Linda Henry
scott_neal,Scott Neal
mark_boone_junior,Mark Boone Junior
john_mcnaughton,John McNaughton
bruce_a_young,Bruce A. Young
ossie_davis,Ossie Davis
andre_braugher,Andre Braugher
michael_winterbottom,Michael Winterbottom
liam_cunningham,Liam Cunningham
goldie_hawn,Goldie Hawn
vince_vaughn,Vince Vaughn
heather_graham,Heather Graham
tad_stones,Tad Stones
val_bettin,Val Bettin
jim_cummings,Jim Cummings
gilbert_gottfried,Gilbert Gottfried
edward_dmytryk,Edward Dmytryk
robert_young,Robert Young
robert_mitchum,Robert Mitchum
robert_ryan,Robert Ryan
mel_stuart,Mel Stuart
gene_wilder,Gene Wilder
jack_albertson,Jack Albertson
peter_ostrum,Peter Ostrum
ed_sinclair,Ed Sinclair
viv_moore,Viv Moore
david_benjamin_tomlinson,David Benjamin Tomlinson
john_beck,John Beck
louise_lasser,Louise Lasser
carlos_montalb_n,Carlos Montalbán
terry_jones,Terry Jones
graham_chapman,Graham Chapman
john_cleese,John Cleese
michael_palin,Michael Palin
robert_preston,Robert Preston
kevin_antoine,Kevin Antoine
tommy_lasorda,Tommy Lasorda
vin_scully,Vin Scully
darryl_strawberry,Darryl Strawberry
arthur_penn,Arthur Penn
warren_beatty,Warren Beatty
michael_j_pollard,Michael J. Pollard
bj_rn_tj_rnberg,Björn Tjärnberg
robert_cummings,Robert Cummings
emile_ardolino,Emile Ardolino
jennifer_grey,Jennifer Grey
jerry_orbach,Jerry Orbach
ted_kotcheff,Ted Kotcheff
andrew_mccarthy,Andrew McCarthy
jonathan_silverman,Jonathan Silverman
catherine_mary_stewart,Catherine Mary Stewart
ray_manzarek,Ray Manzarek
robby_krieger,Robby Krieger
john_densmore,John Densmore
jim_morrison,Jim Morrison
alan_j_pakula,Alan J. Pakula
henry_thomas,Henry Thomas
adam_penford,Adam Penford
nicholas_farrell,Nicholas Farrell
mark_gatiss,Mark Gatiss
christopher_godwin,Christopher Godwin
kelly_mcgillis,Kelly McGillis
nicholas_ray,Nicholas Ray
natalie_wood,Natalie Wood
sal_mineo,Sal Mineo
jason_biggs,Jason Biggs
mena_suvari,Mena Suvari
zak_orth,Zak Orth
alan_taylor,Alan Taylor
william_forsythe,William Forsythe
vincent_gallo,Vincent Gallo
adam_trese,Adam Trese
peter_cohn,Peter Cohn
liza_harris,Liza Harris
liam_ahern,Liam Ahern
rich_wilkes,Rich Wilkes
ben_affleck,Ben Affleck
sam_rockwell,Sam Rockwell
mark_rydell,Mark Rydell
henry_fonda,Henry Fonda
ate_de_jong,Ate de Jong
rik_mayall,Rik Mayall
marsha_mason,Marsha Mason
fabrice_bl_e,Fabrice Blée
allan_siegel,Allan Siegel
lee_van_cleef,Lee Van Cleef
ernest_borgnine,Ernest Borgnine
yves_montand,Yves Montand
daniel_auteuil,Daniel Auteuil
howard_zieff,Howard Zieff
eileen_brennan,Eileen Brennan
terry_gilliam_terry_jones,"Terry Gilliam, Terry Jones"
eric_idle,Eric Idle
rick_castro_bruce_la_bruce,"Rick Castro, Bruce La Bruce"
tony_ward,Tony Ward
bruce_la_bruce,Bruce La Bruce
kevin_p_scott,Kevin P. Scott
michael_ray_rhodes,Michael Ray Rhodes
martin_sheen,Martin Sheen
lenny_von_dohlen,Lenny von Dohlen
leon_gast,Leon Gast
muhammad_ali,Muhammad Ali
george_foreman,George Foreman
don_king,Don King
martine_dugowson,Martine Dugowson
elsa_zylberstein,Elsa Zylberstein
florence_thomassin,Florence Thomassin
greg_kinnear,Greg Kinnear
laurie_metcalf,Laurie Metcalf
maria_pitillo,Maria Pitillo
phillip_rhee,Phillip Rhee
peter_greenaway,Peter Greenaway
richard_bohringer,Richard Bohringer
michael_gambon,Michael Gambon
helen_mirren,Helen Mirren
marc_caro_jean_pierre_jeunet,"Marc Caro, Jean-Pierre Jeunet"
marie_laure_dougnac,Marie-Laure Dougnac
dominique_pinon,Dominique Pinon
pascal_benezech,Pascal Benezech
alfred_molina,Alfred Molina
ralph_meeker,Ralph Meeker
adolphe_menjou,Adolphe Menjou
peter_chelsom,Peter Chelsom
adrian_dunbar,Adrian Dunbar
brian_flanagan,Brian Flanagan
gabriele_salvatores,Gabriele Salvatores
diego_abatantuono,Diego Abatantuono
claudio_bigagli,Claudio Bigagli
giuseppe_cederna,Giuseppe Cederna
alison_whelan,Alison Whelan
steven_soderbergh,Steven Soderbergh
baz_luhrmann,Baz Luhrmann
paul_mercurio,Paul Mercurio
tara_morice,Tara Morice
mike_anama,Mike Anama
corty_anderson,Corty Anderson
t_j_armstrong,T.J. Armstrong
john_carson,John Carson
madonna,Madonna
donna_delory,Donna DeLory
niki_haris,Niki Haris
jennie_livingston,Jennie Livingston
brooke_xtravaganza,Brooke Xtravaganza
andr_christian,André Christian
dorian_corey,Dorian Corey
milos_forman,Milos Forman
michael_berryman,Michael Berryman
irvin_kershner,Irvin Kershner
mandy_patinkin,Mandy Patinkin
fred_savage,Fred Savage
terry_gilliam,Terry Gilliam
jonathan_pryce,Jonathan Pryce
michael_biehn,Michael Biehn
carrie_henn,Carrie Henn
bruce_robinson,Bruce Robinson
paul_mcgann,Paul McGann
sidney_lumet,Sidney Lumet
lee_j_cobb,Lee J. Cobb
martin_balsam,Martin Balsam
david_lean,David Lean
robert_mulligan,Robert Mulligan
john_megna,John Megna
frank_overton,Frank Overton
richard_marquand,Richard Marquand
john_walsh,John Walsh
tom_skerritt,Tom Skerritt
sam_raimi,Sam Raimi
bruce_campbell,Bruce Campbell
embeth_davidtz,Embeth Davidtz
marcus_gilbert,Marcus Gilbert
akira_kurosawa,Akira Kurosawa
tatsuya_nakadai,Tatsuya Nakadai
akira_terao,Akira Terao
jinpachi_nezu,Jinpachi Nezu
anthony_perkins,Anthony Perkins
janet_leigh,Janet Leigh
vera_miles,Vera Miles
r_lee_ermey,R. Lee Ermey
derek_jacobi,Derek Jacobi
simon_shepherd,Simon Shepherd
tom_hulce,Tom Hulce
elizabeth_berridge,Elizabeth Berridge
michael_gillis,Michael Gillis
andrew_v_mclaglen,Andrew V. McLaglen
patrick_wayne,Patrick Wayne
sergio_leone,Sergio Leone
james_woods,James Woods
elizabeth_mcgovern,Elizabeth McGovern
tony_roberts,Tony Roberts
andrei_tarkovsky,Andrei Tarkovsky
alisa_freyndlikh,Alisa Freyndlikh
aleksandr_kaydanovskiy,Aleksandr Kaydanovskiy
anatoliy_solonitsyn,Anatoliy Solonitsyn
lawrence_jordan,Lawrence Jordan
sting,Sting
dominic_miller,Dominic Miller
manu_katch,Manu Katché
jason_robello,Jason Robello
hal_ashby,Hal Ashby
ruth_gordon,Ruth Gordon
bud_cort,Bud Cort
vivian_pickles,Vivian Pickles
david_schwimmer,David Schwimmer
clive_owen,Clive Owen
liana_liberato,Liana Liberato
bill_forsyth,Bill Forsyth
burt_lancaster,Burt Lancaster
peter_riegert,Peter Riegert
fulton_mackay,Fulton Mackay
lena_headey,Lena Headey
thomas_dekker,Thomas Dekker
summer_glau,Summer Glau
mariel_hemingway,Mariel Hemingway
gabriel_byrne,Gabriel Byrne
albert_finney,Albert Finney
peter_weir,Peter Weir
robert_sean_leonard,Robert Sean Leonard
joseph_fiennes,Joseph Fiennes
jamie_campbell_bower,Jamie Campbell Bower
tamsin_egerton,Tamsin Egerton
